source_id,doi,title,availability_status,primary_fulltext_type,primary_local_path,successful_artifact_count,failed_attempt_count,failure_reasons,last_checked_at,fulltext_status,acquisition_status,failure_reason,publisher_url,manual_access_url
LIT_4312AD03454FB569,10.1016/s0009-2614(03)00636-5,Synthesis of single- and double-walled carbon nanotubes by catalytic decomposition of methane,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:44:51Z,pending,queued,,https://doi.org/10.1016/s0009-2614(03)00636-5,
LIT_FC003A143C14CF13,10.1016/j.cplett.2005.03.093,Catalytic CVD synthesis of double-walled carbon nanotubes with a narrow distribution of diameters over Fe–Co/MgO catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:44:55Z,pending,queued,,https://doi.org/10.1016/j.cplett.2005.03.093,
LIT_20A5645BCD24A19F,10.1021/ja0673332,CVD Synthesis of Single-Walled Carbon Nanotubes from Gold Nanoparticle Catalysts,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:44:58Z,pending,queued,,https://doi.org/10.1021/ja0673332,
LIT_A3EADB2F842D10A0,10.1021/ja0274958,Synthesis of Nearly Uniform Single-Walled Carbon Nanotubes Using Identical Metal-Containing Molecular Nanoclusters as Catalysts,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:01Z,pending,queued,,https://doi.org/10.1021/ja0274958,
LIT_92520D0AE0B9E29B,10.1021/jp0203898,Multiwalled Carbon Nanotubes by Chemical Vapor Deposition Using Multilayered Metal Catalysts,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:05Z,pending,queued,,https://doi.org/10.1021/jp0203898,
LIT_D15CCE96B89C101C,10.1016/j.carbon.2009.05.012,Vertically aligned carbon nanotube arrays grown on a lamellar catalyst by fluidized bed catalytic chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:08Z,pending,queued,,https://doi.org/10.1016/j.carbon.2009.05.012,
LIT_749D749DC287E257,10.1016/j.msea.2007.04.003,Thermogravimetric analysis and TEM characterization of the oxidation and defect sites of carbon nanotubes synthesized by CVD of methane,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:12Z,pending,queued,,https://doi.org/10.1016/j.msea.2007.04.003,
LIT_D68DBE175F0D6F4A,10.1016/j.carbon.2006.03.024,Control on the diameter of single-walled carbon nanotubes by changing the pressure in floating catalyst CVD,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:16Z,pending,queued,,https://doi.org/10.1016/j.carbon.2006.03.024,
LIT_C20021395E0B2CAE,10.1016/j.mseb.2018.03.001,CNTs’ array growth using the floating catalyst-CVD method over different substrates and varying hydrogen supply,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:21Z,pending,queued,,https://doi.org/10.1016/j.mseb.2018.03.001,
LIT_9AF69CFA964617B3,10.1016/j.diamond.2018.10.012,Direct growth of vertically aligned carbon nanotubes on stainless steel by plasma enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:25Z,pending,queued,,https://doi.org/10.1016/j.diamond.2018.10.012,
LIT_A0BAC17944D89952,10.1002/adfm.202108541,Synthesis of Carbon Nanotubes by Floating Catalyst Chemical Vapor Deposition and Their Applications,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:28Z,pending,queued,,https://doi.org/10.1002/adfm.202108541,
LIT_AAB0B3FE1C22DA85,10.1016/s0009-2509(03)00265-3,Carbon nanotubes produced by fluidized bed catalytic CVD: first approach of the process,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:32Z,pending,queued,,https://doi.org/10.1016/s0009-2509(03)00265-3,
LIT_B131488D5C73DDCA,10.1016/s0008-6223(02)00057-x,Parametric study for the growth of carbon nanotubes by catalytic chemical vapor deposition in a fluidized bed reactor,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:36Z,pending,queued,,https://doi.org/10.1016/s0008-6223(02)00057-x,
LIT_03486C8855010A7C,10.1016/j.carbon.2010.06.045,Dynamics of catalyst particle formation and multi-walled carbon nanotube growth in aerosol-assisted catalytic chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:40Z,pending,queued,,https://doi.org/10.1016/j.carbon.2010.06.045,
LIT_38B0181367C4892E,10.1016/j.carbon.2010.04.017,Dry spinning yarns from vertically aligned carbon nanotube arrays produced by an improved floating catalyst chemical vapor deposition method,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:44Z,pending,queued,,https://doi.org/10.1016/j.carbon.2010.04.017,
LIT_94B6A79AA3C533E6,10.1016/j.carbon.2018.12.019,Two step floating catalyst chemical vapor deposition including in situ fabrication of catalyst nanoparticles and carbon nanotube forest growth with low impurity level,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:45:48Z,pending,queued,,https://doi.org/10.1016/j.carbon.2018.12.019,
LIT_A8D79B829DB73E2D,10.1021/acs.iecr.0c05742,Kinetics of Carbon Nanotube Aerogel Synthesis using Floating Catalyst Chemical Vapor Deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:51Z,pending,queued,,https://doi.org/10.1021/acs.iecr.0c05742,
LIT_E2B9EA84E3DC4B68,10.1021/jp802474g,In-situ X-ray Photoelectron Spectroscopy Study of Catalyst−Support Interactions and Growth of Carbon Nanotube Forests,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:54Z,pending,queued,,https://doi.org/10.1021/jp802474g,
LIT_411D6698564096AF,10.1021/jp057171g,Growth Mechanism of Long Aligned Multiwall Carbon Nanotube Arrays by Water-Assisted Chemical Vapor Deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:45:58Z,pending,queued,,https://doi.org/10.1021/jp057171g,
LIT_837F9B27F63EF7E6,10.1063/1.1465529,Influence of iron–silicon interaction on the growth of carbon nanotubes produced by chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:01Z,pending,queued,,https://doi.org/10.1063/1.1465529,
LIT_FF2D2C95BB33BCD2,10.1021/jp0666986,Number of Walls Controlled Synthesis of Millimeter-Long Vertically Aligned Brushlike Carbon Nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:04Z,pending,queued,,https://doi.org/10.1021/jp0666986,
LIT_AB94BD76A41633B9,10.1016/j.diamond.2006.08.019,Large-scale CVD synthesis of nitrogen-doped multi-walled carbon nanotubes with controllable nitrogen content on a CoxMg1−xMoO4 catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:46:09Z,pending,queued,,https://doi.org/10.1016/j.diamond.2006.08.019,
LIT_70E08630EBA6C334,10.1016/j.physb.2004.06.056,The electrochemical hydrogen storage of multi-walled carbon nanotubes synthesized by chemical vapor deposition using a lanthanum nickel hydrogen storage alloy as catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:46:13Z,pending,queued,,https://doi.org/10.1016/j.physb.2004.06.056,
LIT_C44C810DDCC6249A,10.1126/science.1104962,Water-Assisted Highly Efficient Synthesis of Impurity-Free Single-Walled Carbon Nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:16Z,pending,queued,,https://doi.org/10.1126/science.1104962,
LIT_802F10DD49811CE8,10.1021/ar0101640,"Carbon Nanotubes: Synthesis, Integration, and Properties",unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:19Z,pending,queued,,https://doi.org/10.1021/ar0101640,
LIT_494B4CC4BCCEA422,10.1021/nl034952p,Proton Exchange Membrane Fuel Cells with Carbon Nanotube Based Electrodes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:23Z,pending,queued,,https://doi.org/10.1021/nl034952p,
LIT_E7BACF0BF0D892E6,10.1021/nl0624824,In situ Observations of Catalyst Dynamics during Surface-Bound Carbon Nanotube Nucleation,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:26Z,pending,queued,,https://doi.org/10.1021/nl0624824,
LIT_47FCC8AC91160731,10.1063/1.2165276,Fabrication and microwave absorption of carbon nanotubes∕CoFe2O4 spinel nanocomposite,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:29Z,pending,queued,,https://doi.org/10.1063/1.2165276,
LIT_4F6F5BA7876CEB10,10.1063/1.124605,Growth of a single freestanding multiwall carbon nanotube on each nanonickel dot,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:33Z,pending,queued,,https://doi.org/10.1063/1.124605,
LIT_880B734E1B839814,10.1021/nn401995z,Growth of Half-Meter Long Carbon Nanotubes Based on Schulz–Flory Distribution,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:37Z,pending,queued,,https://doi.org/10.1021/nn401995z,
LIT_2DC6C15873B2C1BC,10.1002/1521-4095(200102)13:3<184::aid-adma184>3.0.co;2-i,Tuning the Field Emission Properties of Patterned Carbon Nanotube Films,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:40Z,pending,queued,,https://doi.org/10.1002/1521-4095(200102)13:3<184::aid-adma184>3.0.co;2-i,
LIT_5AD76A8418E33E41,10.1021/jp046549s,Stable Superhydrophobic Surface via Carbon Nanotubes Coated with a ZnO Thin Film,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:46Z,pending,queued,,https://doi.org/10.1021/jp046549s,
LIT_A9F87071BD8CFB40,10.1021/ja042544x,Template-Free Directional Growth of Single-Walled Carbon Nanotubes on a- and r-Plane Sapphire,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:50Z,pending,queued,,https://doi.org/10.1021/ja042544x,
LIT_9BE9453F7EC5FC49,10.1103/physrevlett.106.175502,"Theory, Synthesis, and Oxygen Reduction Catalysis of Fe-Porphyrin-Like Carbon Nanotube",unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:53Z,pending,queued,,https://doi.org/10.1103/physrevlett.106.175502,
LIT_46E185E6AAADE8A0,10.1063/1.1576310,Effect of length and spacing of vertically aligned carbon nanotubes on field emission properties,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:46:57Z,pending,queued,,https://doi.org/10.1063/1.1576310,
LIT_8FF7FE47C914688C,10.1016/s0009-2614(02)00831-x,Catalyst effect on carbon nanotubes synthesized by thermal chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:01Z,pending,queued,,https://doi.org/10.1016/s0009-2614(02)00831-x,
LIT_FD2A945F2511E9CD,10.1021/nl0708011,Carbon Nanotube Growth from Semiconductor Nanoparticles,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:04Z,pending,queued,,https://doi.org/10.1021/nl0708011,
LIT_4D639D19738E0BFD,10.1063/1.1330751,Substrate-site selective growth of aligned carbon nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:07Z,pending,queued,,https://doi.org/10.1063/1.1330751,
LIT_A13928DA1ACFB5DB,10.1016/j.carbon.2005.12.043,Intermetallic catalyst for carbon nanotubes (CNTs) growth by thermal chemical vapor deposition method,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:11Z,pending,queued,,https://doi.org/10.1016/j.carbon.2005.12.043,
LIT_1C619CDD745C45B4,10.1063/1.1482790,Growth of aligned carbon nanotubes with controlled site density,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:14Z,pending,queued,,https://doi.org/10.1063/1.1482790,
LIT_03E8C349BB2F5C13,10.1021/ja901295j,Carbon Nanotube Growth from Diamond,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:18Z,pending,queued,,https://doi.org/10.1021/ja901295j,
LIT_A56FAD3603F46ECD,10.1016/s0009-2614(03)00701-2,Growth behavior of carbon nanotubes on multilayered metal catalyst film in chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:21Z,pending,queued,,https://doi.org/10.1016/s0009-2614(03)00701-2,
LIT_AE57FF3ACD60FFC8,10.1021/jp0474125,Long and Oriented Single-Walled Carbon Nanotubes Grown by Ethanol Chemical Vapor Deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:24Z,pending,queued,,https://doi.org/10.1021/jp0474125,
LIT_A9AA1B339657305F,10.1063/1.1468266,Growth mechanism of carbon nanotube forests by chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:47:28Z,pending,queued,,https://doi.org/10.1063/1.1468266,
LIT_85FE097810FA99BA,10.1016/j.carbon.2011.04.014,The synthesis and characterization of carbon nanotubes grown by chemical vapor deposition using a stainless steel catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:31Z,pending,queued,,https://doi.org/10.1016/j.carbon.2011.04.014,
LIT_291A8198AB3DC54F,10.1016/j.diamond.2004.11.001,CNT growth on alumina supported nickel catalyst by thermal CVD,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:36Z,pending,queued,,https://doi.org/10.1016/j.diamond.2004.11.001,
LIT_471C7630A848E30E,10.1007/s003390100916,Effect of gas pressure on the growth and structure of carbon nanotubes by chemical vapor deposition,unavailable,,,0,3,html_landing_page_not_fulltext,2026-07-16T05:47:54Z,pending,queued,,https://doi.org/10.1007/s003390100916,
LIT_CC2660A90D294E1A,10.1016/j.cplett.2003.09.049,A catalytic chemical vapor deposition synthesis of double-walled carbon nanotubes over metal catalysts supported on a mesoporous material,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:47:57Z,pending,queued,,https://doi.org/10.1016/j.cplett.2003.09.049,
LIT_DFFAEE8CABDBD725,10.1016/j.cplett.2003.10.134,Single-walled carbon nanotubes produced by catalytic chemical vapor deposition of acetylene over Fe–Mo/MgO catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:01Z,pending,queued,,https://doi.org/10.1016/j.cplett.2003.10.134,
LIT_E704D04D37975FBA,10.1016/s0040-6090(01)00828-8,Synthesis of well-aligned multiwalled carbon nanotubes on Ni catalyst using radio frequency plasma-enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:05Z,pending,queued,,https://doi.org/10.1016/s0040-6090(01)00828-8,
LIT_6594D0DC35B4920E,10.1016/j.carbon.2009.03.060,Dimensional control of multi-walled carbon nanotubes in floating-catalyst CVD synthesis,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:09Z,pending,queued,,https://doi.org/10.1016/j.carbon.2009.03.060,
LIT_09DE05D9DAB7D3E6,10.1016/j.mseb.2004.05.038,Carbon nanotubes growth by chemical vapor deposition using thin film nickel catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:12Z,pending,queued,,https://doi.org/10.1016/j.mseb.2004.05.038,
LIT_341A753B416AECAC,10.1016/s0009-2614(03)00501-3,Effect of NH3 and thickness of catalyst on growth of carbon nanotubes using thermal chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:17Z,pending,queued,,https://doi.org/10.1016/s0009-2614(03)00501-3,
LIT_60A96038E3125B84,10.1016/j.diamond.2007.09.013,Parametric study of atmospheric-pressure single-walled carbon nanotubes growth by ferrocene–ethanol mist CVD,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:20Z,pending,queued,,https://doi.org/10.1016/j.diamond.2007.09.013,
LIT_BFD9D09A3423EDBE,10.1016/j.apcata.2007.02.019,Identification of key parameters for the selective growth of single or double wall carbon nanotubes on FeMo/Al2O3 CVD catalysts,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:24Z,pending,queued,,https://doi.org/10.1016/j.apcata.2007.02.019,
LIT_C2DAC52EBFBD6DFB,10.1021/jp100286c,Comparison between Copper and Iron as Catalyst for Chemical Vapor Deposition of Horizontally Aligned Ultralong Single-Walled Carbon Nanotubes on Silicon Substrates,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:48:27Z,pending,queued,,https://doi.org/10.1021/jp100286c,
LIT_FFCC0667CADD58AA,10.1016/j.cattod.2005.02.002,The synthesis of structured Pd/C hydrogenation catalysts by the chemical vapor deposition of Pd(allyl)Cp onto functionalized carbon nanotubes anchored to vapor grown carbon microfibers,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:31Z,pending,queued,,https://doi.org/10.1016/j.cattod.2005.02.002,
LIT_5A9003C126293D05,10.1016/j.matlet.2006.10.004,CVD synthesis and purification of single-walled carbon nanotubes using silica-supported metal catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:36Z,pending,queued,,https://doi.org/10.1016/j.matlet.2006.10.004,
LIT_C4D3A23330DA5BF0,10.1016/s0169-4332(01)00391-9,Controlled synthesis of aligned carbon nanotube arrays on catalyst patterned silicon substrates by plasma-enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:40Z,pending,queued,,https://doi.org/10.1016/s0169-4332(01)00391-9,
LIT_B22D503F56E18B17,10.1016/s0925-9635(03)00029-3,Growth characteristics of carbon nanotubes using platinum catalyst by plasma enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:47Z,pending,queued,,https://doi.org/10.1016/s0925-9635(03)00029-3,
LIT_203739D71AB760A1,10.1016/j.carbon.2009.08.011,Effect of catalyst particle interspacing on the growth of millimeter-scale carbon nanotube arrays by catalytic chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:52Z,pending,queued,,https://doi.org/10.1016/j.carbon.2009.08.011,
LIT_0C04022D9FE0B603,10.1016/j.apsusc.2011.05.086,Short time synthesis of high quality carbon nanotubes with high rates by CVD of methane on continuously emerged iron nanoparticles,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:48:56Z,pending,queued,,https://doi.org/10.1016/j.apsusc.2011.05.086,
LIT_171C951D25BD1D2D,10.1166/mex.2018.1407,Current status of single-walled carbon nanotube synthesis from metal catalysts by chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:49:02Z,pending,queued,,https://doi.org/10.1166/mex.2018.1407,
LIT_EB67D23E9A4B0958,10.1016/j.carbon.2008.07.040,The confined growth of double-walled carbon nanotubes in porous catalysts by chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:06Z,pending,queued,,https://doi.org/10.1016/j.carbon.2008.07.040,
LIT_319331C27D07F949,10.1016/j.carbon.2006.06.039,Optimization of methane cold wall chemical vapor deposition for the production of single walled carbon nanotubes and devices,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:10Z,pending,queued,,https://doi.org/10.1016/j.carbon.2006.06.039,
LIT_92C3D5733CCF5A7B,10.1016/j.carbon.2008.11.011,Fabrication of single-wall carbon nanotubes within the channels of a mesoporous material by catalyst-supported chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:15Z,pending,queued,,https://doi.org/10.1016/j.carbon.2008.11.011,
LIT_D928AE5FFBE500BF,10.1016/s0008-6223(00)00149-4,Carbon nanotubes produced by substrate free metalorganic chemical vapor deposition of iron catalysts and ethylene,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:19Z,pending,queued,,https://doi.org/10.1016/s0008-6223(00)00149-4,
LIT_B31A17F5A3C270BF,10.1016/j.carbon.2013.11.016,Synthesis of carbon nanotubes on graphene quantum dot surface by catalyst free chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:24Z,pending,queued,,https://doi.org/10.1016/j.carbon.2013.11.016,
LIT_4F5C95ADBD18EFC0,10.1016/j.diamond.2006.02.009,Synthesis of multi-walled carbon nanotubes by catalytic chemical vapor deposition using Cr2−xFexO3 as catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:28Z,pending,queued,,https://doi.org/10.1016/j.diamond.2006.02.009,
LIT_ACABC29130F57D56,10.1016/s0921-4526(02)01034-7,Carbon nanotubes synthesized by thermal chemical vapor deposition using M(NO3)mH2O as catalyst,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:35Z,pending,queued,,https://doi.org/10.1016/s0921-4526(02)01034-7,
LIT_BA91EF7719C533D3,10.1016/j.carbon.2023.118491,Supported catalysts derived from cobalt phyllosilicates for chemical vapor deposition growth of single-walled carbon nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:38Z,pending,queued,,https://doi.org/10.1016/j.carbon.2023.118491,
LIT_855EE912240F81FE,10.1039/c4ra03456b,Metal-catalyst-free growth of carbon nanotubes/carbon nanofibers on carbon blacks using chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:49:42Z,pending,queued,,https://doi.org/10.1039/c4ra03456b,
LIT_AD066BBDED87F256,10.1016/j.physe.2008.03.003,On the low-temperature synthesis of SWCNTs by thermal CVD,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:46Z,pending,queued,,https://doi.org/10.1016/j.physe.2008.03.003,
LIT_CA8EF69EE3204BD2,10.1016/j.matchemphys.2009.01.007,Catalyst effects of fabrication of carbon nanotubes synthesized by chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:50Z,pending,queued,,https://doi.org/10.1016/j.matchemphys.2009.01.007,
LIT_6CC6B28F969ABA51,10.1016/j.clay.2015.06.001,Nontronites as catalyst for synthesis of carbon nanotubes by catalytic chemical vapor deposition.,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:54Z,pending,queued,,https://doi.org/10.1016/j.clay.2015.06.001,
LIT_1B71D104ACDD4886,10.1016/j.carbon.2006.09.012,Synthesis of MWCNTs on CuSO4/Al2O3 using chemical vapor deposition from methane,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:49:58Z,pending,queued,,https://doi.org/10.1016/j.carbon.2006.09.012,
LIT_609B140618627774,10.1007/s11661-015-3303-8,Effect of CVD Process Temperature on Activation Energy and Structural Growth of MWCNTs,available,html,data/raw/fulltext/html/LIT_609B140618627774_7434102adab2.html,2,1,html_landing_page_not_fulltext,2026-07-16T05:50:16Z,available,acquired,,https://doi.org/10.1007/s11661-015-3303-8,
LIT_0A08E318F205FA7C,10.1016/j.apt.2022.103500,Designing a strategy for fabrication of single-walled carbon nanotube via CH4/N2 gas by the chemical vapor deposition method,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:50:20Z,pending,queued,,https://doi.org/10.1016/j.apt.2022.103500,
LIT_DC326275D45D1306,10.1021/acsami.1c01196,W Clusters <i>In Situ</i> Assisted Synthesis of Layered Carbon Nanotube Arrays on Graphene Achieving High-Rate Performance,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:50:24Z,pending,queued,,https://doi.org/10.1021/acsami.1c01196,
LIT_4596780F2CFEE553,,Characteristics of 100 nm-Dot Array of Vertically Aligned Carbon Nanotube Field Emitters Fabricated by DC Plasma Enhanced Chemical Vapor Deposition,available,pdf,data/raw/fulltext/pdf/LIT_4596780F2CFEE553_213675f0fb72.pdf,1,0,,2026-07-16T05:50:26Z,available,acquired,,https://openalex.org/W331130003,
LIT_497851FDFADDDAC1,10.1016/j.matlet.2005.08.009,Fabrication and growth mechanism of carbon nanotubes by catalytic chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:50:31Z,pending,queued,,https://doi.org/10.1016/j.matlet.2005.08.009,
LIT_F3BF623EC36BD389,10.1016/j.surfcoat.2008.02.025,Aligned multi-walled carbon nanotubes on different substrates by floating catalyst chemical vapor deposition: Critical effects of buffer layer,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:50:35Z,pending,queued,,https://doi.org/10.1016/j.surfcoat.2008.02.025,
LIT_2AAB7BCD68BB8D4D,10.1039/c7nr05554d,Highly conductive and transparent single-walled carbon nanotube thin films from ethanol by floating catalyst chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:50:38Z,pending,queued,,https://doi.org/10.1039/c7nr05554d,
LIT_883655A44AE8A5F5,10.1007/s00339-008-4904-5,Modulating the diameter of carbon nanotubes in array form via floating catalyst chemical vapor deposition,available,html,data/raw/fulltext/html/LIT_883655A44AE8A5F5_6e13c48ec8c2.html,2,1,html_landing_page_not_fulltext,2026-07-16T05:51:00Z,available,acquired,,https://doi.org/10.1007/s00339-008-4904-5,
LIT_C36355946BADE853,10.1016/j.carbon.2022.08.001,Forecasting carbon nanotube diameter in floating catalyst chemical vapor deposition,unavailable,,,0,1,html_landing_page_not_fulltext,2026-07-16T05:51:03Z,pending,queued,,https://doi.org/10.1016/j.carbon.2022.08.001,
LIT_5CBE3A32D8BAF719,10.1016/j.cej.2022.137861,Preparation of isolated semiconducting single-wall carbon nanotubes by oxygen-assisted floating catalyst chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:51:08Z,pending,queued,,https://doi.org/10.1016/j.cej.2022.137861,
LIT_31527BAB4663AF15,10.1016/j.carbon.2017.10.064,Effect of gaseous and condensate products of ethanol decomposition on aerosol CVD synthesis of single-walled carbon nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:51:12Z,pending,queued,,https://doi.org/10.1016/j.carbon.2017.10.064,
LIT_E549DC28BAA7A12B,10.1063/1.1697624,Structural study of nitrogen-doping effects in bamboo-shaped multiwalled carbon nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:51:16Z,pending,queued,,https://doi.org/10.1063/1.1697624,
LIT_6FBFAC61B0B81748,10.1021/nl034154z,Chemical Vapor Deposition of Single-Walled Carbon Nanotubes Using Ultrathin Ni/Al Film as Catalyst,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T05:51:19Z,pending,queued,,https://doi.org/10.1021/nl034154z,
LIT_F6D3EB50BDFFB042,10.1016/j.carbon.2008.06.050,Self-assembling of multi-walled carbon nanotubes on a porous carbon surface by catalyst-free chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:51:23Z,pending,queued,,https://doi.org/10.1016/j.carbon.2008.06.050,
LIT_D1500C06B6098349,10.1016/j.diamond.2006.01.007,Effects of pre-treatment and plasma enhancement on chemical vapor deposition of carbon nanotubes from ultra-thin catalyst films,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:51:27Z,pending,queued,,https://doi.org/10.1016/j.diamond.2006.01.007,
LIT_074A430520447668,10.1016/s0921-4526(02)01039-6,Catalysts effect on morphology of carbon nanotubes prepared by catalytic chemical vapor deposition in a nano-agglomerate bed,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T05:51:31Z,pending,queued,,https://doi.org/10.1016/s0921-4526(02)01039-6,
LIT_54F61DEC2F1C7FEB,10.1007/s00339-006-3617-x,Chemical vapor deposition of multi-walled carbon nanotubes from nickel/yttria-stabilized zirconia catalysts,available,html,data/raw/fulltext/html/LIT_54F61DEC2F1C7FEB_059f8c6603c4.html,2,1,html_landing_page_not_fulltext,2026-07-16T05:51:49Z,available,acquired,,https://doi.org/10.1007/s00339-006-3617-x,
